"Account","Account Name","Location","Department","Class","Period 1 Amount","Period 2 Amount","Period 3 Amount","Period 4 Amount","Period 5 Amount","Period 6 Amount","Period 7 Amount","Period 8 Amount","Period 9 Amount","Period 10 Amount","Period 11 Amount","Period 12 Amount","Year","Subsidiary","Category"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : France","-11344.21","-11344.21","-11344.21","-12007.8","-12007.8","-12007.8","-12007.8","-12007.8","-12007.8","-12007.8","-12007.8","-12007.8","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : International","-7488.2","-7488.2","-7488.2","-7938.15","-7938.15","-7938.15","-7938.15","-7938.15","-7938.15","-7938.15","-7938.15","-7938.15","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : International","-3073.5","-3073.5","-3073.5","-3236.09","-3236.09","-3236.09","-3236.09","-3236.09","-3236.09","-3236.09","-3236.09","-3236.09","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : IT","-18788.54","-18788.54","-18788.54","-19931.13","-19931.13","-19931.13","-19931.13","-19931.13","-19931.13","-19931.13","-19931.13","-19931.13","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : Scandi","-1706.94","-1706.94","-1706.94","-1798.44","-1798.44","-1798.44","-1798.44","-1798.44","-1798.44","-1798.44","-1798.44","-1798.44","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO","Sales : USA","-8043.22","-8043.22","-8043.22","-8471.99","-8471.99","-8471.99","-8471.99","-8471.99","-8471.99","-8471.99","-8471.99","-8471.99","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : Asia","-5667.79","-5667.79","-5667.79","-6001.14","-6001.14","-6001.14","-6001.14","-6001.14","-6001.14","-6001.14","-6001.14","-6001.14","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : Benelux","-1933.66","-1933.66","-1933.66","-2041.89","-2041.89","-2041.89","-2041.89","-2041.89","-2041.89","-2041.89","-2041.89","-2041.89","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : CEE","-2918.58","-2918.58","-2918.58","-3095.94","-3095.94","-3095.94","-3095.94","-3095.94","-3095.94","-3095.94","-3095.94","-3095.94","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : DACH","-9141.58","-9141.58","-9141.58","-9700.31","-9700.31","-9700.31","-9700.31","-9700.31","-9700.31","-9700.31","-9700.31","-9700.31","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : ES","-2099.29","-2099.29","-2099.29","-2207.63","-2207.63","-2207.63","-2207.63","-2207.63","-2207.63","-2207.63","-2207.63","-2207.63","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : France","-3792.09","-3792.09","-3792.09","-4012.07","-4012.07","-4012.07","-4012.07","-4012.07","-4012.07","-4012.07","-4012.07","-4012.07","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : IT","-5793.76","-5793.76","-5793.76","-6112.35","-6112.35","-6112.35","-6112.35","-6112.35","-6112.35","-6112.35","-6112.35","-6112.35","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : HO Management","Sales : Scandi","-903.77","-903.77","-903.77","-944.17","-944.17","-944.17","-944.17","-944.17","-944.17","-944.17","-944.17","-944.17","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : PKG","Sales : DACH","-16322.08","-16322.08","-16322.08","-19838.23","-19838.23","-19838.23","-22531.05","-22531.05","-22531.05","-22531.05","-22531.05","-22531.05","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales : PKG Management","Sales : DACH","-7298.28","-7298.28","-7298.28","-7668.87","-7668.87","-7668.87","-7668.87","-7668.87","-7668.87","-7668.87","-7668.87","-7668.87","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : Benelux","-1889.08","-1889.08","-1889.08","-2011.77","-2011.77","-2011.77","-2011.77","-2011.77","-2011.77","-2011.77","-2011.77","-2011.77","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : CEE","-2405.35","-2405.35","-2405.35","-2559.57","-2559.57","-2559.57","-2559.57","-2559.57","-2559.57","-2559.57","-2559.57","-2559.57","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : DACH","-14509.74","-14509.74","-14509.74","-15502.51","-15502.51","-15502.51","-15502.51","-15502.51","-15502.51","-15502.51","-15502.51","-15502.51","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : ES","-4131.29","-4131.29","-4131.29","-4375.43","-4375.43","-4375.43","-4375.43","-4375.43","-4375.43","-4375.43","-4375.43","-4375.43","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : France","-4031.34","-4031.34","-4031.34","-4286.96","-4286.96","-4286.96","-4286.96","-4286.96","-4286.96","-4286.96","-4286.96","-4286.96","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : International","-2982.73","-2982.73","-2982.73","-3166.2","-2523.13","-2523.13","-2523.13","-2523.13","-2523.13","-2523.13","-2523.13","-2523.13","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : International","-1635.14","-1635.14","-1635.14","-1741.3","-1741.3","-1741.3","-1741.3","-1741.3","-1741.3","-1741.3","-1741.3","-1741.3","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : IT","-6948.01","-6948.01","-6948.01","-7380.47","-7380.47","-7380.47","-7380.47","-7380.47","-7380.47","-7380.47","-7380.47","-7380.47","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : Scandi","-1103.69","-1103.69","-1103.69","-1167.26","-1167.26","-1167.26","-1167.26","-1167.26","-1167.26","-1167.26","-1167.26","-1167.26","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO","Sales : USA","-2212.7","-2212.7","-2212.7","-2347.82","-2347.82","-2347.82","-2347.82","-2347.82","-2347.82","-2347.82","-2347.82","-2347.82","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO Management","GM : IT","-1850.95","-1850.95","-1850.95","-1964.02","-1964.02","-1964.02","-1964.02","-1964.02","-1964.02","-1964.02","-1964.02","-1964.02","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : HO Management","Sales : DACH","-2630.24","-2630.24","-2630.24","-2787.9","-2787.9","-2787.9","-2787.9","-2787.9","-2787.9","-2787.9","-2787.9","-2787.9","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : PKG","Sales : DACH","-9736.69","-9736.69","-9736.69","-10529.24","-10529.24","-10229.8","-11928.3","-11928.3","-11928.3","-11928.3","-11928.3","-11928.3","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Sales production : PKG Management","Sales : DACH","-3154.35","-3154.35","-3154.35","-3336.31","-3336.31","-3336.31","-3336.31","-3336.31","-3336.31","-3336.31","-3336.31","-3336.31","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Editorial : Editorial","GM : DACH","-28777.21","-28777.21","-28777.21","-30793.63","-30793.63","-30793.63","-30793.63","-30793.63","-30793.63","-30793.63","-30793.63","-30793.63","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Exec : GM","GM : DACH","-12071.58","-12071.58","-12071.58","-12621.58","-12621.58","-12621.58","-12621.58","-12621.58","-12621.58","-12621.58","-12621.58","-12621.58","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","HR : Office Management","GM : DACH","-2875.34","-2875.34","-2875.34","-3072.75","-3072.75","-3072.75","-3072.75","-3072.75","-3072.75","-3072.75","-3072.75","-3072.75","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Media : Media","GM : DACH","-15138.21","-15138.21","-15138.21","-16107.05","-16107.05","-16107.05","-16107.05","-16107.05","-16107.05","-16107.05","-16107.05","-16107.05","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Operations : HO","GM : Asia","-2843.3","-2843.3","-2843.3","-3038.08","-3038.08","-3038.08","-3038.08","-3038.08","-3038.08","-3038.08","-3038.08","-3038.08","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Operations : HO","GM : USA","-882.95","-882.95","-882.95","-942.02","-942.02","-942.02","-942.02","-942.02","-942.02","-942.02","-942.02","-942.02","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Operations : Operations Management","Global Operations","-3247.06","-3247.06","-3247.06","-3455.16","-3455.16","-3455.16","-3455.16","-3455.16","-3455.16","-3455.16","-3455.16","-3455.16","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Operations : Operations Management","Global Operations","-3941.16","-3941.16","-3941.16","-4197.95","-4197.95","-4197.95","-4197.95","-4197.95","-4197.95","-4197.95","-4197.95","-4197.95","FY 2019","Secret Escapes Limited","Board Plan"
"61000","Operating Costs : Staff Costs : Gross Salaries : Gross Salaries","DE","Partnerships : Partnerships","GM : DACH","-8413.56","-8043.39","-8043.39","-8520.63","-8520.63","-8520.63","-8520.63","-8520.63","-8520.63","-8520.63","-8520.63","-8520.63","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Commercial : Management","GM : DACH","-1046.45","-1046.45","-1046.45","-1122.77","-1122.77","-1122.77","-1122.77","-1122.77","-1122.77","-1122.77","-1122.77","-1122.77","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Commercial : Planning & Trading","GM : DACH","-1232.5","-1232.5","-1232.5","-1523.74","-1523.74","-1523.74","-1523.74","-1523.74","-1523.74","-1523.74","-1523.74","-1523.74","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : Asia","-1281.32","-1281.32","-1281.32","-1356.12","-1356.12","-1356.12","-1356.12","-1356.12","-1356.12","-1356.12","-1356.12","-1356.12","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : Benelux","-537.4","-537.4","-537.4","-562.12","-562.12","-562.12","-562.12","-562.12","-562.12","-562.12","-562.12","-562.12","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : CEE","-822.13","-822.13","-822.13","-881.92","-881.92","-881.92","-881.92","-881.92","-881.92","-881.92","-881.92","-881.92","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : DACH","-2451.42","-2451.42","-2451.42","-2600.01","-2600.01","-2600.01","-2600.01","-2600.01","-2600.01","-2600.01","-2600.01","-2600.01","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : ES","-876.51","-876.51","-876.51","-926.13","-926.13","-926.13","-926.13","-926.13","-926.13","-926.13","-926.13","-926.13","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : France","-1096.58","-1096.58","-1096.58","-1160.72","-1160.72","-1160.72","-1160.72","-1160.72","-1160.72","-1160.72","-1160.72","-1160.72","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : International","-723.84","-723.84","-723.84","-767.33","-767.33","-767.33","-767.33","-767.33","-767.33","-767.33","-767.33","-767.33","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : International","-297.1","-297.1","-297.1","-312.81","-312.81","-312.81","-312.81","-312.81","-312.81","-312.81","-312.81","-312.81","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : IT","-1816.18","-1816.18","-1816.18","-1926.62","-1926.62","-1926.62","-1926.62","-1926.62","-1926.62","-1926.62","-1926.62","-1926.62","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : Scandi","-165","-165","-165","-173.84","-173.84","-173.84","-173.84","-173.84","-173.84","-173.84","-173.84","-173.84","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO","Sales : USA","-777.49","-777.49","-777.49","-818.94","-818.94","-818.94","-818.94","-818.94","-818.94","-818.94","-818.94","-818.94","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : Asia","-547.87","-547.87","-547.87","-580.09","-580.09","-580.09","-580.09","-580.09","-580.09","-580.09","-580.09","-580.09","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : Benelux","-186.92","-186.92","-186.92","-197.38","-197.38","-197.38","-197.38","-197.38","-197.38","-197.38","-197.38","-197.38","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : CEE","-282.12","-282.12","-282.12","-299.27","-299.27","-299.27","-299.27","-299.27","-299.27","-299.27","-299.27","-299.27","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : DACH","-883.66","-883.66","-883.66","-937.67","-937.67","-937.67","-937.67","-937.67","-937.67","-937.67","-937.67","-937.67","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : ES","-202.93","-202.93","-202.93","-213.4","-213.4","-213.4","-213.4","-213.4","-213.4","-213.4","-213.4","-213.4","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : France","-366.56","-366.56","-366.56","-387.82","-387.82","-387.82","-387.82","-387.82","-387.82","-387.82","-387.82","-387.82","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : IT","-560.05","-560.05","-560.05","-590.84","-590.84","-590.84","-590.84","-590.84","-590.84","-590.84","-590.84","-590.84","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : HO Management","Sales : Scandi","-87.36","-87.36","-87.36","-91.27","-91.27","-91.27","-91.27","-91.27","-91.27","-91.27","-91.27","-91.27","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : PKG","Sales : DACH","-1577.76","-1577.76","-1577.76","-1917.64","-1917.64","-1917.64","-2177.94","-2177.94","-2177.94","-2177.94","-2177.94","-2177.94","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales : PKG Management","Sales : DACH","-705.48","-705.48","-705.48","-741.3","-741.3","-741.3","-741.3","-741.3","-741.3","-741.3","-741.3","-741.3","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : Benelux","-182.61","-182.61","-182.61","-194.47","-194.47","-194.47","-194.47","-194.47","-194.47","-194.47","-194.47","-194.47","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : CEE","-232.51","-232.51","-232.51","-247.42","-247.42","-247.42","-247.42","-247.42","-247.42","-247.42","-247.42","-247.42","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : DACH","-1402.57","-1402.57","-1402.57","-1498.53","-1498.53","-1498.53","-1498.53","-1498.53","-1498.53","-1498.53","-1498.53","-1498.53","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : ES","-399.35","-399.35","-399.35","-422.95","-422.95","-422.95","-422.95","-422.95","-422.95","-422.95","-422.95","-422.95","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : France","-389.69","-389.69","-389.69","-414.39","-414.39","-414.39","-414.39","-414.39","-414.39","-414.39","-414.39","-414.39","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : International","-288.32","-288.32","-288.32","-306.06","-243.9","-243.9","-243.9","-243.9","-243.9","-243.9","-243.9","-243.9","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : International","-158.06","-158.06","-158.06","-168.32","-168.32","-168.32","-168.32","-168.32","-168.32","-168.32","-168.32","-168.32","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : IT","-671.62","-671.62","-671.62","-713.43","-713.43","-713.43","-713.43","-713.43","-713.43","-713.43","-713.43","-713.43","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : Scandi","-106.69","-106.69","-106.69","-112.83","-112.83","-112.83","-112.83","-112.83","-112.83","-112.83","-112.83","-112.83","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO","Sales : USA","-213.89","-213.89","-213.89","-226.95","-226.95","-226.95","-226.95","-226.95","-226.95","-226.95","-226.95","-226.95","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO Management","GM : IT","-178.92","-178.92","-178.92","-189.85","-189.85","-189.85","-189.85","-189.85","-189.85","-189.85","-189.85","-189.85","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : HO Management","Sales : DACH","-254.25","-254.25","-254.25","-269.49","-269.49","-269.49","-269.49","-269.49","-269.49","-269.49","-269.49","-269.49","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : PKG","Sales : DACH","-941.19","-941.19","-941.19","-1017.8","-1017.8","-988.85","-1153.04","-1153.04","-1153.04","-1153.04","-1153.04","-1153.04","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Sales production : PKG Management","Sales : DACH","-304.91","-304.91","-304.91","-322.5","-322.5","-322.5","-322.5","-322.5","-322.5","-322.5","-322.5","-322.5","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Editorial : Editorial","GM : DACH","-2781.72","-2781.72","-2781.72","-2976.64","-2976.64","-2976.64","-2976.64","-2976.64","-2976.64","-2976.64","-2976.64","-2976.64","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Exec : GM","GM : DACH","-1166.89","-1166.89","-1166.89","-1220.05","-1220.05","-1220.05","-1220.05","-1220.05","-1220.05","-1220.05","-1220.05","-1220.05","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","HR : Office Management","GM : DACH","-277.94","-277.94","-277.94","-297.02","-297.02","-297.02","-297.02","-297.02","-297.02","-297.02","-297.02","-297.02","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Media : Media","GM : DACH","-1463.32","-1463.32","-1463.32","-1556.97","-1556.97","-1556.97","-1556.97","-1556.97","-1556.97","-1556.97","-1556.97","-1556.97","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Operations : HO","GM : Asia","-274.84","-274.84","-274.84","-293.67","-293.67","-293.67","-293.67","-293.67","-293.67","-293.67","-293.67","-293.67","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Operations : HO","GM : USA","-85.35","-85.35","-85.35","-91.06","-91.06","-91.06","-91.06","-91.06","-91.06","-91.06","-91.06","-91.06","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Operations : Operations Management","Global Operations","-313.87","-313.87","-313.87","-333.99","-333.99","-333.99","-333.99","-333.99","-333.99","-333.99","-333.99","-333.99","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Operations : Operations Management","Global Operations","-380.97","-380.97","-380.97","-405.79","-405.79","-405.79","-405.79","-405.79","-405.79","-405.79","-405.79","-405.79","FY 2019","Secret Escapes Limited","Board Plan"
"61100","Operating Costs : Staff Costs : Bonuses and Incentives : Bonuses","DE","Partnerships : Partnerships","GM : DACH","-813.29","-777.51","-777.51","-823.64","-823.64","-823.64","-823.64","-823.64","-823.64","-823.64","-823.64","-823.64","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Commercial : Management","GM : DACH","-1604.01","-1604.01","-1604.01","-1720.99","-1720.99","-1720.99","-1720.99","-1720.99","-1720.99","-1720.99","-1720.99","-1720.99","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Commercial : Planning & Trading","GM : DACH","-1889.19","-1889.19","-1889.19","-2335.6","-2335.6","-2335.6","-2335.6","-2335.6","-2335.6","-2335.6","-2335.6","-2335.6","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : Asia","-1964.02","-1964.02","-1964.02","-2078.68","-2078.68","-2078.68","-2078.68","-2078.68","-2078.68","-2078.68","-2078.68","-2078.68","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : Benelux","-823.73","-823.73","-823.73","-861.62","-861.62","-861.62","-861.62","-861.62","-861.62","-861.62","-861.62","-861.62","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : CEE","-1260.17","-1260.17","-1260.17","-1351.82","-1351.82","-1351.82","-1351.82","-1351.82","-1351.82","-1351.82","-1351.82","-1351.82","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : DACH","-3757.56","-3757.56","-3757.56","-3985.32","-3985.32","-3985.32","-3985.32","-3985.32","-3985.32","-3985.32","-3985.32","-3985.32","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : ES","-1343.52","-1343.52","-1343.52","-1419.57","-1419.57","-1419.57","-1419.57","-1419.57","-1419.57","-1419.57","-1419.57","-1419.57","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : France","-1680.84","-1680.84","-1680.84","-1779.17","-1779.17","-1779.17","-1779.17","-1779.17","-1779.17","-1779.17","-1779.17","-1779.17","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : International","-1109.51","-1109.51","-1109.51","-1176.18","-1176.18","-1176.18","-1176.18","-1176.18","-1176.18","-1176.18","-1176.18","-1176.18","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : International","-455.39","-455.39","-455.39","-479.48","-479.48","-479.48","-479.48","-479.48","-479.48","-479.48","-479.48","-479.48","FY 2019","Secret Escapes Limited","Board Plan"
"61510","Operating Costs : Staff Costs : Employers NI : Employers NI","DE","Sales : HO","Sales : IT","-2783.85","-2783.85","-2783.85","-2953.14","-2953.14","-2953.14","-2953.14","-2953.14","-2953.14","-2953.14","-2953.14","-2953.14","FY 2019","Secret Escapes Limited","Board Plan"
